Job_Id,Designation,Required Skills,Max Exp (in months),Max Exp (in months)
459,Workday Functional Consultant - Solution Engineer - USDC,"Analyst, Consulting, Development, Excel, HTTP, Lifecycle, Management, Oracle, PowerPoint, Project, SAP, Testing",14 - 22 yrs,
460,"Senior Systems Engineer - powershell, Virtualization, Microsoft","powershell, Virtualization, Microsoft Exchange, Azure, Cloud, office 0365, Systems Engineering - powershell, Virtualization, Microsoft Exchange, Azure, Cloud, office 0365, Systems Engineering",15 - 20 yrs,
461,Jr./Sr./Lead Java Developer,"Jr. Java Developer (Angular.js mandatory),",3 - 8 yrs,
462,"Senior Software Engineer - R / RStudio - Boston, MA or Rocky Hill, CT","Analysis, Architecture, Business Intelligence, Data Analysis, Database, Development, Director, Genetic, Management, Oracle, Project, SAS, Software Engineer, SQL, SQL Server, Teradata, Testing, Unix",1 - 5 yrs,
463,"Senior Developer - HEAVILYFunded, Revolutionary Biotech Co! RELO","Web Application Development, JavaScript, Javascript Frameworks, Python, Java, Relational Databases, REST, Agile, AWS, Python/Java Frameworks - Web Application Development, JavaScript, Javascript Frameworks, Python, Java, Relational Databases, REST, Agile, AWS, Python/Java Frameworks",1 - 6 yrs,
464,Senior Economist - Fortune 500 company- Media facing- SQL/R,"SQL, R, leadership, Data Science, Knowledge of NYC and housing policy - SQL, R, leadership, Data Science, Knowledge of NYC and housing policy",10 - 15 yrs,
465,Adobe Analytics / Ensighten Developer,"Adobe Analytics, Ensighten",0 - 5 yrs,
466,iOS Software Engineer,"iOS, Objective-C, REST APIs",2 - 4 yrs,
467,Java Developer Boston,"Java/J2EE/JEE, JSP, Servlets,Spring, Spring MVC, HTML, CSS, Java Scripting, Angular JS, JQuery, JSON , Hibernate, Camel , JSF, Struts 2 , SQL, PL/SQL,Hedging/Currency Hedging/Foreign Exchange (FX) or",4 - 6 yrs,
468,AK-Javaawshadoop,Java J2EE AWS hadoop,7 - 12 yrs,
469,IBM Rational Tool,Jazz/ClearQuest/Clearcase,3 - 5 yrs,
470,AWS Cloud Engineer,"AWS Cloud Architecture, Design",1 - 2 yrs,
471,"Platform Engineer - AWS, DevOps, PHP","Java, Configuration Management, AWS - Java, Configuration Management, AWS",0 - 3 yrs,
472,Senior Oracle HCM Business Analyst,HCM Payroll Oracle Benefits Compensation HR PTO SQL,4 - 7 yrs,
473,Data Engineer - PHP/Java/AWS/EMR,"PHP, Java, AWS, Relational Databases, EMR / Map Reduce, Multi-node parrell processing - PHP, Java, AWS, Relational Databases, EMR / Map Reduce, Multi-node parrell processing",10 - 15 yrs,
474,Senior Python/Django Engineer- Remote 3 days a week,"Django, Javascript Frameworks, Python - Django, Javascript Frameworks, Python",4 - 8 yrs,
475,SAP Technical Architect - Senior Consultant (Technology Capability),"Consulting, CRM, Development, Excel, HTML, HTTP, Lifecycle, Manager, Management, Project, Project Manager, Recruiter, Research, SAP, Supply Chain, Testing",1 - 2 yrs,
476,System Engineer,cisco,0 - 2 yrs,
477,Project Manager,"MySQL, Chef, Puppet",5 - 9 yrs,
478,Sr. Digital Project Specialist,"PM, Marketing, CRM",4 - 8 yrs,
479,Workforce Management - Solution Engineer - USDC,"Analysis, Consulting, Excel, HTML, HTTP, Kronos, Lifecycle, Management, Project, Recruiter, Research, Specification, Testing",0 - 5 yrs,
480,Principal Video Processing Architect - HOT Technology!,"Architect and Integrator, OO ANSI & Linux Kernel devevelopment, H.264/H.265 transport RTP/RTSP, Software performance analyses, project management & team leadership, ARM Cortex & x86 based firmware development, GPIO, Thin Clients & HTML5, GStreamer, Product evangelist - Architect and Integrator, OO ANSI & Linux Kernel devevelopment, H.264/H.265 transport RTP/RTSP, Software performance analyses, project management & team leadership, ARM Cortex & x86 based firmware development, GPIO, Thin Clients & HTML5, GStreamer, Product evangelist",5 - 10 yrs,
481,Senior ETL Developer,"Senior ETL Developer, Business Intelligence, DBA, Database Administration, Data Warehouseing, MS Stack, SSIS, SSRS, SSAS",2 - 7 yrs,
482,IT - Project Manager III,Project Manager/Program Manager,5 - 10 yrs,
483,Buyer / Planner,"Buyer, Planner, ERP, MRP, Supplier, Sourcing, Supply",6 - 9 yrs,
484,Software Engineer - Full Stack Cloud product development,"C#, SQL, JavaScript, Agile, Commercial Software Product Development - C#, SQL, JavaScript, Agile, Commercial Software Product Development",1 - 6 yrs,
485,SAP MM plus PP or WM - Consultant (Supply Chain Capability),"Ariba, Consulting, CRM, Development, Excel, HTML, HTTP, Lifecycle, Management, Recruiter, Research, SAP, SAP MM, Supply Chain, Testing",3 - 5 yrs,
486,"Front End Architect - JavaScript, Ember.js, Angular.js","JavaScript, Ember.js, Angular.js - JavaScript, Ember.js, Angular.js",1 - 6 yrs,
487,Informatica developer,"Informatica,Power centre",8 - 13 yrs,
488,"Business Systems Analyst Consultant - Hartford, CT","Accounting, Analysis, Analyst, Business Analyst, Business Objects, Consulting, Crystal Reports, Metrics, Project, Testing",3 - 8 yrs,
489,"Principal Ruby on Rails Engineer - Ruby On Rails, JavaScript,","Ruby On Rails, JavaScript, Ember - Ruby On Rails, JavaScript, Ember",0 - 2 yrs,
490,Sr. Java Engineer,"SaaS, Java, SCRUM, Spring, SQL, NO SQL, J2EE",3 - 8 yrs,
491,"SAP PP, MM or SD with MDG - Senior Manager (Technology Capability)","Consulting, CRM, Development, Excel, HTML, HTTP, Lifecycle, Manager, Management, Project, Project Management, Project Manager, Recruiter, Research, SAP, Supply Chain, Testing",0 - 1 yrs,
492,"Lead Front End Engineer - Javascript Frameworks, Mobile/Web, RES","Javascript Frameworks, Mobile/Web, REST APIs - Javascript Frameworks, Mobile/Web, REST APIs",0 - 5 yrs,
493,"Back End Software Developer - Java, SQL, Linux","Java, SQL, Linux, SQL Server, Scala, REPL, Ammonite, NoSQL, Gremlin, SPARQL - Java, SQL, Linux, SQL Server, Scala, REPL, Ammonite, NoSQL, Gremlin, SPARQL",10 - 12 yrs,
494,"Macintosh/MAC Support Engineer - Dedham, MA","Macintosh(MAC), OS X",4 - 8 yrs,
495,Engineer,"engineering, c programming, FPGA verification, software development, software testing, technical support, customer care, sustaining engineering, development, Ltd, Wi-Fi,",3 - 5 yrs,
496,Program Manager M&A,Program Manager with 8-10 years experience,3 - 6 yrs,
497,"REMOTE Sr. Software Architect- C++, IBM i","IBM i, C++, API - IBM i, C++, API",4 - 9 yrs,
498,Ruby on Rails Developer - Groundbreaking Application!!,"JQuery, Ruby on Rails, Elixir - JQuery, Ruby on Rails, Elixir",4 - 9 yrs,
499,Application Support Specialist - Travel,"Sabre, Customer Support",2 - 4 yrs,
500,"Senior .NET Software Engineer (C#/ASP.NET MVC, Cloud, CMS)","C#, ASP.NET MVC, JavaScript, MS-SQL, Episerver OR MediaChase, E-commerce development, Web Services, CMS - C#, ASP.NET MVC, JavaScript, MS-SQL, Episerver OR MediaChase, E-commerce development, Web Services, CMS",1 - 6 yrs,
501,Oracle ERP Cloud Technical (Financials/SCM),"ABAP, Analysis, Blueprint, CASE, Change Management, Consulting, Development, ERP, HTTP, Knowledge Management, Management, Oracle, PL1, Project, Research, Risk Management, Sales, Testing",4 - 6 yrs,
502,Marketing/Communications Coordinator,"Forth, Management, Project, Project Management",0 - 3 yrs,
503,"Elixir Developer - Elixir, Ruby On Rails, JavaScript","Elixir, Ruby On Rails, JavaScript - Elixir, Ruby On Rails, JavaScript",3 - 5 yrs,
504,SAS Analyst,"Experience with SQL and business intelligence tools such as Tableau, Cognos, Hyperion, MicroStrategy, Business Objects, MS Report Manager and Report Builder.",0 - 2 yrs,
505,Backfill Opportunity || IVR Automation tester|| Fulltime,"IVR, Speech Recognition, Empirix hammer, Automation, Selenium, QTP",0 - 5 yrs,
506,PSFT Supplier Contracts Lead,"PeopleSoft 9.2, Supplier Contracts Management, PSFT 9.2,",5 - 8 yrs,
507,"Front End Web Developer (up to $100,000.00 + bonus)","react.js, reactjs, backbone.js, backbonejs, meteor.js, meteorjs, node.js, nodejs, emberjs, ember.js, angularjs, angular.js, web developer, front end, ux, user experience, software engineer",8 - 12 yrs,
508,Javascript Developer (Angular JS),"Java Developer (Angular JS), Java (version 7,8), Java Scripts and JQuery",0 - 4 yrs,
509,MYSQL DBA,MYSQL DBA,1 - 2 yrs,
510,Senior Full Stack Engineer - Rapidly Growing Creative Events Co.,"REACT, Redux, Node.JS, APIs, MySQL, graphql - REACT, Redux, Node.JS, APIs, MySQL, graphql",0 - 5 yrs,
511,"Lead UX Designer - UX design, JavaScript/HTML/CSS, Node.JS","UX design, JavaScript/HTML/CSS, Node.JS, AngularJS, Product Design - UX design, JavaScript/HTML/CSS, Node.JS, AngularJS, Product Design",4 - 6 yrs,
512,"SAP PP, MM or SD with MDG Manager (Technology Capability)","Consulting, CRM, Development, Excel, HTML, HTTP, Lifecycle, Manager, Management, Project, Project Manager, Recruiter, Research, SAP, Supply Chain, Testing",4 - 9 yrs,
513,CRM Business Analyst,"Oracle ERP, Salescloud, SalesForce CRM, Excel, Visio, Word, MS Project, ERP Implementation, CRM Implementation, Sales, Sales Operations or Customer Service and business process/tools implementation",0 - 3 yrs,
514,BSP Lead Engineer - Relocation offered,"Buildroot, Git, C, Perl, Python, ARM, x86 - Buildroot, Git, C, Perl, Python, ARM, x86",1 - 3 yrs,
515,Strategy Consulting - Human Capital - HR Transformation Manager,"CASE, Consulting, Development, Excel, HTML, HTTP, Manager, Management, Metrics, Project, Recruiter, Research",3 - 8 yrs,
516,Java developer,Java,4 - 9 yrs,
517,"Principal Software Engineer - JavaScript, Python, Ruby on Rails","JavaScript, Python, Ruby on Rails, AWS - JavaScript, Python, Ruby on Rails, AWS",1 - 5 yrs,
518,Solution Architect,(SOLUTION ARCHITECT OR SOLUTIONS ARCHITECTURE ) AND(AUTO CAD OR AUTOCAD OR AUTO CADD OR AUTOCADD ) AND(AUTO DESK OR AUTODESK ) AND(DESIGN OR DESIGNER OR DESIGNING ) AND(SOLID WORKS OR SOLIDWORKS ) AN,15 - 25 yrs,
519,CLOUD & INFRASTRUCTURE ENGINEER,"Architecture, Business Requirements, Cisco, Consulting, Development, DNS, Hadoop, Hardware, HTML, HTTP, IBM, IIS, Java, JD Edwards, Linux, Management, Metrics, Middleware, Networking, Oracle, PeopleSoft, PowerPoint, Project, Project Management, Recruiter, Research, SAP, Security, Siebel, Telecommunications, Testing, VMware, VPN, Windows",1 - 5 yrs,
520,SAP PLM - Senior Consultant (Supply Chain Capability),"Consulting, CRM, Development, Excel, HTML, HTTP, Lifecycle, Manager, Management, Project, Project Manager, Recruiter, Research, SAP, Supply Chain, Testing",5 - 9 yrs,
521,Business Analyst - Speech Analytics,"Business Analyst, Business Analytics, performance metrics, ad-hoc reporting, project management, CallMiner, Autonomy, Nexidia",6 - 9 yrs,
522,Business Information Specialist,"Business Information Specialist, Data Analyst, Report Analyst, Business Analyst, Group Benefits, Business Reporting, ACCESS, Data Extraction, Testing, Database Integration, CSV Files, Data Flows",0 - 2 yrs,
523,"Systems Administrator - Windows, PowerShell, Azure","Windows, PowerShell, Jira - Windows, PowerShell, Jira",0 - 1 yrs,
524,Senior UI Developer (100% REMOTE),"HTML5, CSS3, AJAX, jQuery, JavaScript, Angular/React",5 - 7 yrs,
525,DATABASE CONSULTANT,AWS REDSHIFT,2 - 5 yrs,
526,Business Systems Analyst/ Data Quality,Strong Business Analyst/ Business Systems Analyst responsible for requirements and data validation of Data Quality; SQL; Data Mapping; data migration; Testing. Insurance a huge plus!,1 - 6 yrs,
527,Java Developer (No Subcontractors),Please see Required Skills,3 - 7 yrs,
528,Money Coach (ICF),"International Coaching Federation (ICF), life coaching certification, coaching",5 - 10 yrs,
529,"Senior Software Engineer (C++, C# and ASP.NET, NetSuite )","ASP.NET, C++, C#, NetSuite, SQL, Microsoft Visual Studio, Flash Action Script 2.0, Linux - ASP.NET, C++, C#, NetSuite, SQL, Microsoft Visual Studio, Flash Action Script 2.0, Linux",2 - 5 yrs,
530,"Magento Software Developer: Relocate to Manchester, NH","PHP, Magento, MySQL, HTML5, JavaScript, CSS3, Web Applications, JQuery, eCommerce applications, SVN | Git - PHP, Magento, MySQL, HTML5, JavaScript, CSS3, Web Applications, JQuery, eCommerce applications, SVN | Git",3 - 8 yrs,
531,Enterprise Information Management Specialist,"Informatica, EIM, data warehouse experience,",0 - 2 yrs,
532,Business Analyst with data and process/workflow skills,"Business analysts, data mapping, , spec writing",4 - 9 yrs,
533,Node .JS Consultant,"Node JS,Core .Net",0 - 1 yrs,
534,Technical Support Specialist,"Support, SQL Server, ERP, Accounting",3 - 6 yrs,
535,SAP Business Objects Developer - 1204,"data warehousing, sap, developer",4 - 7 yrs,
536,Salesforce Business Analyst,"Salesforce.com business analysis, HCLS Payer",0 - 4 yrs,
537,Lead Network Engineer,ccnp router ospf mpla bgp snmp dhcp,0 - 0 yrs,
538,Inside Sales / Business Development Representative,"Inside Sales, Business Development, Cold Calling, Prospecting, Sales, IT, Information Technology, Sales Lead Generation",0 - 4 yrs,
539,Associate Network Engineer - Cisco VoIP,"Cisco VOIP, CUCM, Unity, CCNP",1 - 2 yrs,
540,.net WPF Developer,"WPF, .net , CI/CD",2 - 7 yrs,
541,Physicist Superconducting Electronics & Advanced Computing Technolo,"Ph.D in Physics, Electrical Engineering, Python, cryongenics, superconducting circuit design",1 - 4 yrs,
542,Data Engineer - Data Engineer,"MATLAB, SAS, R Porgramming, SSRS Proficient in SQL",0 - 5 yrs,
543,Tech Lead - Clinical trials,"clinical programming, 21CFR Part 11, HIPAA., Linux shell scripting, Python",0 - 4 yrs,
544,Java Developer (Java with AWS or Java with Hadoop),Java with AWS or Java with Hadoop,5 - 10 yrs,
545,Strategy Consulting - Human Capital - HR Shared Services Consultant,"Consulting, Development, Excel, HTML, HTTP, Project, Recruiter, Research",10 - 20 yrs,
546,Healthcare Informatica Developer @ Boston (Locals only -F2F reqd.)),Need 3+ years ETL development experience in health care insurance environments.,0 - 4 yrs,
547,"Technology Lead US SharePoint at Norwood, MA","Microsoft ApplicationServers , Microsoft Sharepoint Portal Server",4 - 8 yrs,
548,Sr. Java Engineer,"Java, Spring, Hibernate",2 - 5 yrs,
549,Data Software Engineer,"SQL, Python, R,, Java , Power BI, Tableau, d3js - Cloud platforms: Azure, AWS - Database design, ETLs (SQL and NoSQL)",3 - 8 yrs,
550,Fulltime: Network Engineer - Quincy MA,"Network, LAN, WAN and MAN, VOIP",4 - 5 yrs,
551,Big Data Architect,"5-7 years of progressive experience in data management, data migration, data warehousing, business intelligence and data modeling with a deep knowledge of enterprise data architecture concepts",6 - 11 yrs,
552,Rack & Stack Lab Administrator,"racking, cabling, stacking, data center, Cisco routers, Switches, Linux, Network, administration, A+",2 - 6 yrs,
553,Android Developer,"Android, Java",0 - 5 yrs,
554,Sr. Manager in application Development(Director level),Experience: 8 year(s) of relevant work experience (in addition to education requirement).,7 - 12 yrs,
555,Business Systems Analyst,"Dynamics AX, Systems Analyst, .Net",1 - 3 yrs,
556,ECSI-21202-Payroll Executive-Full time-Westborough-MA-CT,"MultiJ or PayForce, ADP",0 - 2 yrs,
557,Salesforce Architect / Developer,Salesforce Architect / Developer,6 - 11 yrs,
558,Ruby on Rails Developer,"Ruby on Rails, HTML. CSS. JavaScript",4 - 6 yrs,
559,Systems Architect,"Analysis, Analyst, Architecture, Consulting, Development, Graphics, IBM, Knowledge Management, Management, Materials, Modeling, Project, Security",3 - 5 yrs,
560,Polymer JS Developer,"Knowledge about developing solutions for a web based solution using Polymer, Javascript, XSLT,",2 - 7 yrs,
561,Field Operations Technician 2,"Alcatel, Broadband, Change Management, Circuit, Circuits, Cisco, Consulting, Customer Service, Ethernet, Genetic, Hardware, HTTP, Lucent, Manager, Management, Networks, Nortel, SAP, Scheduling, Security, SONET, Switches, Technician, Video, Windows",1 - 4 yrs,
562,Senior .Net Developer,"SOLID Principals, Design Patterns, WCF, ASP.NET, C# or VB.Net",5 - 10 yrs,
563,Product Development Business Analyst,Healthcare Agile Project Management,2 - 5 yrs,
